,name,salary_from,salary_to,salary_currency,area_name,published_at
2844,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
2845,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
2846,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
2847,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
2848,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
2849,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
2850,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
2851,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
2852,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
2853,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
2854,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
2855,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
2856,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
2857,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
2858,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
2859,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
2860,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
2861,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
2862,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
2863,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
2864,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
2865,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
2866,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
2867,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
2868,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
2869,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
2870,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
2871,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
2872,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
2873,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
2874,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
2875,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
2876,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
2877,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
2878,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
2879,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
2880,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
2881,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
2882,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
2883,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
2884,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
2885,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
2886,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
2887,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
2888,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
2889,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
2890,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
2891,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
2892,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
2893,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
2894,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
2895,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
2896,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
2897,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
2898,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
2899,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
2900,"QA Automation Engineer Junior (Java/ Selenium), Remote work",None,None,,Батуми,2022-12-01T17:16:24+0300
2901,Младший инженер по тестированию,50000,None,RUR,Москва,2022-12-01T17:14:37+0300
2902,Junior IOS разработчик,None,None,,Москва,2022-12-01T16:29:47+0300
2903,Младший аналитик,None,None,,Москва,2022-12-01T13:12:25+0300
2904,Ночной удаленный ассистент,50000,None,RUR,Москва,2022-12-01T13:07:49+0300
2905,Оператор станков с ПУ (ученик),45000,80000,RUR,Киров (Кировская область),2022-12-01T15:31:49+0300
2906,IT специалист,2500000,4000000,UZS,Ташкент,2022-12-01T14:58:14+0300
2907,Графический дизайнер (Стажёр),None,9800,RUR,Санкт-Петербург,2022-12-01T15:22:18+0300
2908,Front-end разработчик,35000,None,RUR,Киров (Кировская область),2022-12-01T16:24:30+0300
2909,Менеджер проектов (дочерняя компания),None,None,,Москва,2022-12-01T15:27:26+0300
2910,Тестировщик ПО / QA Engineer,50000,None,RUR,Москва,2022-12-01T16:17:14+0300
2911,Шлифовщик,None,75000,RUR,Самара,2022-12-01T15:53:36+0300
2912,Начальник транспортного отдела,100000,250000,RUR,Москва,2022-12-01T15:21:38+0300
2913,Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
2914,Графический дизайнер,170000,250000,KZT,Астана,2022-12-01T12:10:36+0300
2915,Младший разработчик,None,None,,Москва,2022-12-01T13:12:24+0300
2916,QA Lead команды ручного тестирования,None,None,,Санкт-Петербург,2022-12-01T16:18:14+0300
2917,Токарь-полуавтоматчик,35000,50000,RUR,Самара,2022-12-01T15:53:20+0300
2918,Тестировщик web-приложений,None,None,,Екатеринбург,2022-12-01T12:14:32+0300
2919,Fullstack web-разработчик стажер/junior,40000,60000,RUR,Санкт-Петербург,2022-12-01T15:46:00+0300
2920,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
2921,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
2922,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
2923,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
2924,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
2925,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
2926,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
2927,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
2928,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
2929,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
2930,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
2931,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
2932,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
2933,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
2934,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
2935,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
2936,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
2937,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
2938,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
2939,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
2940,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
2941,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
2942,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
2943,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
2944,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
2945,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
2946,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
2947,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
2948,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
2949,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
2950,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
2951,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
2952,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
2953,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
2954,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
2955,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
2956,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
2957,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
2958,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
2959,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
2960,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
2961,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
2962,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
2963,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
2964,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
2965,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
2966,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
2967,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
2968,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
2969,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
2970,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
2971,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
2972,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
2973,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
2974,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
2975,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
2976,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
2977,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
2978,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
2979,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
2980,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
2981,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
2982,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
2983,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
2984,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
2985,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
2986,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
2987,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
2988,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
2989,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
2990,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
2991,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
2992,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
2993,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
2994,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
2995,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
2996,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
2997,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
2998,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
2999,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3000,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3001,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3002,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3003,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3004,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3005,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3006,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3007,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3008,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3009,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3010,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3011,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3012,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3013,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3014,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3015,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3016,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3017,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3018,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3019,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3020,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3021,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3022,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3023,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3024,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3025,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3026,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3027,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3028,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3029,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3030,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3031,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3032,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3033,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3034,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3035,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3036,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3037,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3038,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3039,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3040,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3041,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3042,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3043,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3044,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3045,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3046,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3047,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3048,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3049,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3050,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3051,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3052,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3053,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3054,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3055,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3056,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3057,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3058,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3059,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3060,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3061,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3062,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3063,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3064,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3065,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3066,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3067,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3068,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3069,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3070,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3071,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3072,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3073,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3074,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3075,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3076,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3077,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3078,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3079,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3080,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3081,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3082,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3083,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3084,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3085,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3086,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3087,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3088,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3089,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3090,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3091,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3092,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3093,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3094,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3095,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3096,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3097,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3098,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3099,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3100,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3101,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3102,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3103,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3104,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3105,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3106,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3107,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3108,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3109,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3110,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3111,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3112,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3113,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3114,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3115,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3116,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3117,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3118,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3119,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3120,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3121,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3122,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3123,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3124,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3125,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3126,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3127,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3128,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3129,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3130,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
3131,Руководитель IT-проектов,None,None,,Москва,2022-12-01T18:03:15+0300
3132,IT-специалист,40000,None,RUR,Брянск,2022-12-01T18:05:53+0300
3133,"Копирайтер (с опытом написания текстов в тематике рестораны, еда)",80000,80000,RUR,Москва,2022-12-01T19:03:34+0300
3134,UI/UX Designer,None,None,,Москва,2022-12-01T18:16:34+0300
3135,Ученик оператора станков с ЧПУ,20000,40000,RUR,Санкт-Петербург,2022-12-01T18:33:42+0300
3136,Преподаватель по керамике,20000,35000,RUR,Пермь,2022-12-01T18:22:41+0300
3137,Специалист по сопровождению ИС,None,None,,Москва,2022-12-01T18:44:21+0300
3138,Веб-дизайнер,25000,None,RUR,Оренбург,2022-12-01T18:04:38+0300
3139,Front-End разработчик React(удаленно),200000,250000,RUR,Москва,2022-12-01T18:05:25+0300
3140,"Менеджер wildberries, удаленно",15000,40000,RUR,Москва,2022-12-01T20:49:33+0300
3141,Функциональный тестировщик (Junior),None,100000,RUR,Москва,2022-12-01T18:05:57+0300
3142,Художник интерьерных картин,None,None,,Санкт-Петербург,2022-12-01T18:40:53+0300
3143,Руководитель проектов,150000,180000,RUR,Москва,2022-12-01T20:50:10+0300
3144,Графический дизайнер,40000,None,RUR,Екатеринбург,2022-12-01T18:26:13+0300
3145,Web-дизайнер,25000,30000,RUR,Саратов,2022-12-01T18:01:22+0300
3146,Junior разработчик голосовых и чат ботов,25000,35000,RUR,Екатеринбург,2022-12-01T21:21:06+0300
3147,Junior Data Scientist / Аудитор,None,None,,Москва,2022-12-01T23:04:16+0300
3148,Специалист Helpdesk (1 линия),None,None,,Москва,2022-12-01T19:27:16+0300
3149,Web-дизайнер,None,None,,Москва,2022-12-01T18:52:53+0300
3150,Business Analyst (to Yerevan),None,None,,Москва,2022-12-01T19:57:36+0300
